TRACE: [Apr 22 2023 | 17:27:18] Starting the server
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":3,"pattern":"Е"}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":3,"pattern":"Е"}
TRACE: [Apr 22 2023 | 17:42:17] Chat search request
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[],"rtype":8}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[],"rtype":8}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":10}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":10}
TRACE: [Apr 22 2023 | 17:42:17] Get joined chats request
TRACE: [Apr 22 2023 | 17:42:17] SELECT * FROM 'room' WHERE room.id IN (SELECT room_member.room_id FROM 'room_member' WHERE client_id = '1')
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2}],"rtype":13}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2}],"rtype":13}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":3,"pattern":"T"}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":3,"pattern":"T"}
TRACE: [Apr 22 2023 | 17:42:17] Chat search request
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":4,"room_id":4}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":4,"room_id":4}
TRACE: [Apr 22 2023 | 17:42:17] mx_add_room_member()
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":7}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":7}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":10}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":10}
TRACE: [Apr 22 2023 | 17:42:17] Get joined chats request
TRACE: [Apr 22 2023 | 17:42:17] SELECT * FROM 'room' WHERE room.id IN (SELECT room_member.room_id FROM 'room_member' WHERE client_id = '1')
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2},{"name":"Test2","color":0,"id":4}],"rtype":13}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2},{"name":"Test2","color":0,"id":4}],"rtype":13}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
